age,working_sector,financial_weight,qualification,years_of_education,loan_taken,marital_status,occupation,relationship,ethnicity,gender,gain,loss,working_hours,country,target
43.0,private,336042.0,HighGrad,EDL2,0,Separated,transport, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
23.0,private,193586.0,CommunityCollege,EDL3,0,Separated,farming, Other-relative, White, Female,0.0,0.0,40.0, United-States,0
60.0,local_body,313852.0,Masters,EDL5,0,Divorced,specialty, Not-in-family, White, Female,0.0,0.0,25.0, United-States,0
38.0,local_body,30509.0,Masters,EDL5,0,Never-married,specialty, Not-in-family, White, Female,0.0,1669.0,55.0, United-States,0
21.0,local_body,32639.0,CommunityCollege,EDL3,0,Never-married,specialty, Not-in-family, White, Male,0.0,0.0,20.0, United-States,0
18.0,private,234953.0,CommunityCollege,EDL3,0,Never-married,clerical, Own-child, White, Female,0.0,0.0,25.0, United-States,0
43.0,private,350379.0,dropout,EDL1,0,Divorced,house_servant, Unmarried, White, Female,0.0,0.0,40.0, Mexico,0
26.0,without_pay,176967.0,dropout,EDL1,0,Never-married,transport, Not-in-family, White, Female,0.0,0.0,65.0, United-States,0
38.0,private,130813.0,HighGrad,EDL2,0,Divorced,inspector, Other-relative, White, Female,0.0,0.0,40.0, United-States,0
43.0,self_employed,35236.0,CommunityCollege,EDL3,0,Married-civilian,farming, Husband, White, Male,0.0,0.0,84.0, United-States,0
58.0,private,33350.0,HighGrad,EDL2,0,Divorced,other, Unmarried, White, Female,0.0,0.0,35.0, United-States,0
55.0,private,177380.0,HighGrad,EDL2,0,Divorced,clerical, Not-in-family, White, Female,0.0,0.0,29.0, United-States,0
39.0,private,216129.0,CommunityCollege,EDL4,0,Divorced,managerial, Unmarried, Black, Female,0.0,0.0,35.0, Jamaica,0
38.0,private,335104.0,Bachelors,EDL4,0,Divorced,specialty, Not-in-family, White, Female,0.0,0.0,35.0, United-States,0
54.0,self_employed,199741.0,HighGrad,EDL2,0,Widowed,repair, Not-in-family, White, Male,0.0,2001.0,35.0, United-States,0
57.0,self_employed,165881.0,Masters,EDL5,0,Married-civilian,specialty, Husband, White, Male,0.0,0.0,40.0, United-States,0
35.0,local_body,387777.0,CommunityCollege,EDL4,0,Married-civilian,guard, Husband, White, Male,0.0,0.0,52.0, United-States,0
36.0,private,188834.0,HighGrad,EDL2,0,Married-civilian,repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
58.0,private,290661.0,HighGrad,EDL2,0,Married-civilian,repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
39.0,private,155603.0,CommunityCollege,EDL3,0,Never-married,other, Own-child, Black, Female,0.0,2205.0,40.0, United-States,0
25.0,private,114838.0,Masters,EDL5,0,Never-married,specialty, Not-in-family, White, Female,0.0,0.0,8.0, Italy,0
54.0,local_body,168553.0,Bachelors,EDL4,0,Married-civilian,managerial, Husband, White, Male,0.0,0.0,40.0, United-States,0
23.0,private,103064.0,Bachelors,EDL4,0,Never-married,support, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
37.0,private,123833.0,CommunityCollege,EDL3,0,Never-married,sales, Not-in-family, White, Male,0.0,0.0,60.0, United-States,0
60.0,national,55621.0,CommunityCollege,EDL4,0,Married-civilian,other, Husband, Black, Male,0.0,0.0,40.0, United-States,0
66.0,local_body,189834.0,dropout,EDL1,0,Widowed,other, Not-in-family, White, Female,0.0,0.0,20.0, United-States,0
36.0,private,217926.0,CommunityCollege,EDL4,0,Married-civilian,inspector, Husband, Black, Male,0.0,0.0,50.0, United-States,0
29.0,private,163003.0,Bachelors,EDL4,0,Never-married,clerical, Own-child, Asian-Pac-Islander, Female,2202.0,0.0,40.0, Taiwan,0
25.0,private,194352.0,Bachelors,EDL4,0,Divorced,specialty, Not-in-family, White, Female,0.0,0.0,44.0, United-States,0
62.0,without_pay,54878.0,HighGrad,EDL2,0,Widowed,transport, Not-in-family, White, Female,0.0,0.0,25.0, United-States,0
23.0,private,393248.0,CommunityCollege,EDL3,0,Never-married,clerical, Own-child, White, Male,0.0,0.0,40.0, United-States,0
38.0,private,279315.0,HighGrad,EDL2,0,Never-married,other, Own-child, Black, Male,0.0,0.0,40.0, United-States,0
49.0,self_employed,34998.0,CommunityCollege,EDL3,0,Married-civilian,farming, Husband, White, Male,0.0,0.0,60.0, United-States,0
57.0,local_body,132717.0,Bachelors,EDL4,1,Married-civilian,managerial, Husband, White, Male,0.0,0.0,45.0, United-States,0
46.0,private,186078.0,CommunityCollege,EDL3,0,Never-married,inspector, Not-in-family, White, Female,0.0,0.0,45.0, United-States,0
26.0,private,41521.0,HighGrad,EDL2,1,Never-married,other, Not-in-family, White, Female,0.0,0.0,35.0, United-States,0
40.0,private,346847.0,CommunityCollege,EDL4,0,Separated,specialty, Other-relative, White, Female,0.0,0.0,40.0, United-States,0
39.0,self_employed,107233.0,HighGrad,EDL2,0,Never-married,repair, Other-relative, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, United-States,0
39.0,private,150125.0,CommunityCollege,EDL4,0,Divorced,other, Unmarried, Black, Female,0.0,0.0,40.0, United-States,0
31.0,private,400535.0,CommunityCollege,EDL3,0,Married-civilian,clerical, Husband, White, Male,0.0,0.0,40.0, United-States,0
31.0,private,409622.0,Bachelors,EDL4,0,Married-civilian,inspector, Husband, Other, Male,0.0,0.0,36.0, Mexico,0
27.0,private,136448.0,Bachelors,EDL4,0,Never-married,clerical, Not-in-family, Black, Female,0.0,0.0,40.0, United-States,0
36.0,self_employed,202950.0,Bachelors,EDL4,0,Married-civilian,managerial, Husband, White, Male,0.0,0.0,50.0, Iran,0
57.0,private,237691.0,HighGrad,EDL2,0,Married-civilian,other, Husband, White, Male,0.0,0.0,40.0, Mexico,0
24.0,private,170277.0,HighGrad,EDL2,0,Never-married,other, Not-in-family, White, Female,0.0,0.0,35.0, United-States,0
30.0,private,160784.0,CommunityCollege,EDL3,0,Never-married,sales, Not-in-family, White, Male,0.0,0.0,45.0, United-States,0
28.0,private,33798.0,dropout,EDL2,0,Never-married,transport, Not-in-family, White, Male,0.0,0.0,50.0, United-States,0
22.0,private,197838.0,Bachelors,EDL4,0,Never-married,managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
31.0,private,223212.0,dropout,EDL1,0,Never-married,cleaner, Own-child, White, Male,0.0,0.0,50.0, United-States,0
20.0,private,283969.0,CommunityCollege,EDL3,0,Never-married,cleaner, Other-relative, White, Male,0.0,0.0,15.0, United-States,0
25.0,private,374163.0,dropout,EDL2,0,Married-civilian,farming, Husband, Other, Male,0.0,0.0,60.0, Mexico,0
49.0,state,118567.0,CommunityCollege,EDL3,0,Married-civilian,farming, Husband, White, Male,0.0,0.0,40.0, United-States,0
21.0,private,147655.0,HighGrad,EDL2,0,Never-married,other, Own-child, White, Female,0.0,0.0,35.0, United-States,0
23.0,private,53245.0,Bachelors,EDL4,0,Never-married,sales, Not-in-family, White, Male,0.0,1602.0,12.0, United-States,0
41.0,private,247082.0,HighGrad,EDL2,0,Divorced,managerial, Not-in-family, White, Male,0.0,0.0,50.0, United-States,0
30.0,private,123397.0,HighGrad,EDL2,0,Never-married,cleaner, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
29.0,local_body,133327.0,CommunityCollege,EDL3,0,Never-married,farming, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
31.0,private,102270.0,dropout,EDL1,0,Divorced,inspector, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
64.0,without_pay,45817.0,dropout,EDL1,0,Married-civilian,transport, Husband, White, Male,0.0,0.0,50.0, United-States,0
55.0,private,240988.0,dropout,EDL1,0,Married-civilian,inspector, Other-relative, Asian-Pac-Islander, Male,0.0,0.0,40.0, Philippines,0
19.0,private,386378.0,HighGrad,EDL2,0,Never-married,other, Not-in-family, White, Male,0.0,0.0,35.0, United-States,0
18.0,state,76142.0,dropout,EDL1,0,Never-married,other, Own-child, White, Male,0.0,0.0,8.0, United-States,0
68.0,private,73773.0,HighGrad,EDL2,0,Widowed,sales, Not-in-family, White, Female,0.0,0.0,24.0, United-States,0
50.0,without_pay,281504.0,CommunityCollege,EDL3,0,Married-civilian,transport, Husband, White, Male,0.0,0.0,40.0, United-States,0
36.0,local_body,293358.0,CommunityCollege,EDL3,0,Never-married,managerial, Unmarried, Black, Female,0.0,0.0,48.0, United-States,0
20.0,private,213719.0,HighGrad,EDL2,0,Never-married,sales, Own-child, Black, Female,0.0,0.0,20.0, United-States,0
18.0,private,101795.0,dropout,EDL1,0,Never-married,cleaner, Own-child, White, Male,0.0,0.0,40.0, United-States,0
32.0,private,228265.0,HighGrad,EDL2,1,Never-married,cleaner, Own-child, White, Female,0.0,0.0,30.0, United-States,0
49.0,self_employed,130206.0,HighGrad,EDL2,0,Divorced,other, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
34.0,private,324254.0,HighGrad,EDL2,0,Married-civilian,inspector, Husband, White, Male,0.0,0.0,40.0, United-States,0
22.0,private,223019.0,HighGrad,EDL2,0,Never-married,clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
40.0,private,189666.0,HighGrad,EDL2,0,Married-civilian,other, Husband, White, Male,0.0,0.0,45.0, United-States,0
35.0,private,139086.0,HighGrad,EDL2,0,Married-civilian,cleaner, Husband, White, Male,0.0,0.0,40.0, United-States,0
26.0,private,359327.0,CommunityCollege,EDL3,0,Married-civilian,sales, Husband, White, Male,0.0,0.0,50.0, Yugoslavia,0
44.0,self_employed,75065.0,dropout,EDL2,0,Married-civilian,managerial, Husband, Asian-Pac-Islander, Male,0.0,0.0,60.0, Vietnam,0
55.0,private,139843.0,HighGrad,EDL2,0,Divorced,managerial, Not-in-family, White, Female,0.0,0.0,60.0, United-States,0
21.0,private,34310.0,CommunityCollege,EDL4,0,Married-civilian,repair, Husband, White, Male,0.0,2603.0,40.0, United-States,0
54.0,private,346014.0,CommunityCollege,EDL3,0,Married-civilian,repair, Wife, White, Female,0.0,0.0,40.0, United-States,0
39.0,local_body,163278.0,CommunityCollege,EDL3,0,Never-married,clerical, Not-in-family, White, Female,2202.0,0.0,44.0, United-States,0
52.0,private,31460.0,HighGrad,EDL2,0,Divorced,other, Not-in-family, White, Male,0.0,0.0,38.0, United-States,0
67.0,without_pay,63552.0,dropout,EDL1,0,Widowed,transport, Not-in-family, White, Female,0.0,0.0,35.0, United-States,0
58.0,state,300623.0,HighGrad,EDL2,0,Divorced,clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
27.0,local_body,177072.0,CommunityCollege,EDL3,0,Never-married,specialty, Other-relative, White, Male,0.0,0.0,16.0, United-States,0
66.0,without_pay,37331.0,HighGrad,EDL2,0,Married-civilian,transport, Husband, White, Male,0.0,0.0,15.0, United-States,0
41.0,private,167725.0,CommunityCollege,EDL3,0,Divorced,inspector, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
18.0,private,131180.0,dropout,EDL1,0,Never-married,specialty, Own-child, White, Female,0.0,0.0,16.0, United-States,0
50.0,private,275181.0,dropout,EDL1,0,Divorced,other, Not-in-family, White, Male,0.0,0.0,37.0, Cuba,0
31.0,private,398988.0,CommunityCollege,EDL3,0,Never-married,managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
32.0,private,222654.0,dropout,EDL1,0,Divorced,inspector, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
37.0,self_employed,111129.0,CommunityCollege,EDL3,0,Married-civilian,repair, Husband, White, Male,0.0,0.0,45.0, United-States,0
26.0,self_employed,137795.0,Bachelors,EDL4,0,Married-civilian,managerial, Husband, White, Male,0.0,0.0,20.0, United-States,0
33.0,local_body,242150.0,CommunityCollege,EDL4,0,Married-civilian,support, Husband, White, Male,0.0,0.0,50.0, United-States,0
35.0,state,237873.0,HighGrad,EDL2,0,Never-married,other, Unmarried, Black, Female,0.0,0.0,40.0, United-States,0
44.0,private,367749.0,Bachelors,EDL4,0,Never-married,specialty, Not-in-family, White, Female,0.0,0.0,45.0, Mexico,0
26.0,private,206600.0,Bachelors,EDL4,0,Never-married,repair, Own-child, White, Male,0.0,0.0,40.0, Mexico,0
48.0,national,247043.0,HighGrad,EDL2,1,Divorced,clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
40.0,private,187702.0,Bachelors,EDL4,0,Never-married,support, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
62.0,private,41718.0,dropout,EDL1,0,Married-civilian,sales, Husband, White, Male,0.0,0.0,35.0, United-States,0
18.0,private,118938.0,dropout,EDL1,0,Never-married,sales, Own-child, White, Male,0.0,0.0,18.0, United-States,0
48.0,private,224870.0,HighGrad,EDL2,0,Divorced,inspector, Other-relative, Other, Female,0.0,0.0,38.0, Ecuador,0
45.0,private,178341.0,Masters,EDL5,0,Married-civilian,specialty, Husband, White, Male,0.0,0.0,50.0, United-States,0
35.0,private,61343.0,CommunityCollege,EDL3,0,Married-civilian,sales, Husband, White, Male,0.0,0.0,45.0, United-States,0
35.0,private,36989.0,HighGrad,EDL2,0,Divorced,repair, Unmarried, White, Male,0.0,0.0,40.0, United-States,0
34.0,self_employed,226296.0,HighGrad,EDL2,0,Married-civilian,specialty, Husband, White, Male,0.0,0.0,51.0, United-States,0
29.0,private,186624.0,HighGrad,EDL2,0,Married-civilian,other, Wife, White, Female,0.0,0.0,40.0, Cuba,0
19.0,private,172582.0,CommunityCollege,EDL3,0,Never-married,sales, Own-child, White, Male,0.0,0.0,30.0, United-States,0
53.0,state,227392.0,CommunityCollege,EDL3,0,Married-civilian,guard, Husband, White, Male,0.0,0.0,60.0, United-States,0
49.0,private,187563.0,CommunityCollege,EDL3,0,Divorced,other, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
71.0,private,137499.0,HighGrad,EDL2,0,Widowed,sales, Other-relative, White, Female,0.0,0.0,16.0, United-States,0
38.0,private,239397.0,dropout,EDL1,0,Married-civilian,repair, Husband, White, Male,0.0,0.0,36.0, Mexico,0
39.0,local_body,327164.0,Masters,EDL5,0,Married-civilian,managerial, Husband, White, Male,0.0,0.0,45.0, United-States,0
23.0,private,140798.0,Bachelors,EDL4,0,Never-married,clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
52.0,private,194580.0,dropout,EDL1,0,Divorced,farming, Unmarried, White, Male,0.0,0.0,40.0, United-States,0
20.0,private,235442.0,CommunityCollege,EDL3,0,Never-married,other, Not-in-family, White, Male,0.0,0.0,35.0, United-States,0
30.0,private,128065.0,CommunityCollege,EDL3,0,Married-civilian,support, Husband, White, Male,0.0,0.0,45.0, United-States,0
56.0,private,91545.0,dropout,EDL1,0,Divorced,clerical, Unmarried, Black, Female,0.0,0.0,36.0, United-States,0
26.0,private,154604.0,HighGrad,EDL2,0,Divorced,sales, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
36.0,national,192150.0,HighGrad,EDL2,0,Divorced,clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
26.0,local_body,216522.0,Bachelors,EDL4,0,Never-married,specialty, Own-child, Black, Female,0.0,0.0,42.0, United-States,0
24.0,private,206861.0,Bachelors,EDL4,1,Never-married,clerical, Own-child, White, Male,0.0,0.0,40.0, United-States,0
41.0,private,97632.0,CommunityCollege,EDL3,0,Divorced,sales, Not-in-family, Asian-Pac-Islander, Female,0.0,0.0,32.0, United-States,0
27.0,private,189530.0,CommunityCollege,EDL3,0,Never-married,sales, Own-child, White, Male,0.0,0.0,35.0, United-States,0
28.0,state,381789.0,CommunityCollege,EDL3,0,Separated,managerial, Own-child, White, Male,0.0,2339.0,40.0, United-States,0
57.0,self_employed,368797.0,HighGrad,EDL2,0,Married-civilian,managerial, Husband, White, Male,0.0,0.0,40.0, United-States,0
21.0,state,41183.0,CommunityCollege,EDL3,1,Never-married,specialty, Own-child, White, Female,0.0,0.0,20.0, United-States,0
50.0,private,191062.0,HighGrad,EDL2,0,Married-civilian,cleaner, Husband, White, Male,0.0,0.0,40.0, United-States,0
27.0,private,132963.0,HighGrad,EDL2,0,Married-civilian,cleaner, Husband, Black, Male,0.0,0.0,40.0, United-States,0
58.0,private,153551.0,Bachelors,EDL4,0,Never-married,specialty, Not-in-family, White, Female,0.0,0.0,60.0, United-States,0
36.0,private,240323.0,HighGrad,EDL2,0,Separated,sales, Unmarried, Black, Female,0.0,0.0,17.0, United-States,0
33.0,self_employed,128016.0,HighGrad,EDL2,0,Widowed,sales, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
19.0,private,29526.0,CommunityCollege,EDL3,0,Never-married,other, Own-child, White, Female,0.0,0.0,18.0, United-States,0
26.0,private,342953.0,HighGrad,EDL2,0,Separated,clerical, Unmarried, Black, Female,0.0,0.0,40.0, United-States,0
37.0,private,215476.0,HighGrad,EDL2,0,Never-married,cleaner, Unmarried, Black, Female,0.0,0.0,30.0, United-States,0
53.0,private,231919.0,HighGrad,EDL2,0,Married-civilian,inspector, Husband, White, Male,0.0,0.0,45.0, United-States,0
32.0,private,52537.0,CommunityCollege,EDL3,0,Never-married,support, Not-in-family, Black, Male,0.0,0.0,38.0, United-States,0
18.0,private,27920.0,dropout,EDL1,0,Never-married,managerial, Own-child, White, Female,0.0,0.0,25.0, United-States,0
40.0,self_employed,199303.0,Bachelors,EDL4,0,Married-civilian,specialty, Husband, White, Male,0.0,0.0,40.0, United-States,0
50.0,private,233369.0,CommunityCollege,EDL3,0,Divorced,specialty, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
28.0,self_employed,195607.0,HighGrad,EDL2,0,Married-civilian,sales, Wife, White, Female,0.0,0.0,40.0, United-States,0
34.0,private,245173.0,HighGrad,EDL2,0,Divorced,sales, Not-in-family, White, Male,0.0,1669.0,45.0, United-States,0
25.0,private,67467.0,HighGrad,EDL2,0,Married-civilian,support, Husband, White, Male,0.0,0.0,40.0, United-States,0
21.0,private,213341.0,dropout,EDL1,0,Married-non-resident,cleaner, Own-child, White, Male,0.0,1762.0,40.0, Dominican-Republic,0
26.0,private,37202.0,Bachelors,EDL4,0,Never-married,specialty, Not-in-family, White, Female,0.0,0.0,45.0, United-States,0
47.0,private,140219.0,HighGrad,EDL2,1,Never-married,clerical, Other-relative, White, Female,0.0,0.0,40.0, United-States,0
18.0,private,298860.0,dropout,EDL2,0,Never-married,cleaner, Own-child, White, Male,0.0,0.0,20.0, United-States,0
22.0,private,51362.0,Bachelors,EDL4,0,Never-married,sales, Not-in-family, White, Female,0.0,0.0,16.0, United-States,0
36.0,private,199947.0,CommunityCollege,EDL3,0,Divorced,inspector, Own-child, White, Female,0.0,0.0,30.0, United-States,0
59.0,self_employed,32552.0,HighGrad,EDL2,0,Married-civilian,transport, Husband, White, Male,0.0,0.0,48.0, United-States,0
33.0,private,183845.0,HighGrad,EDL2,0,Married-civilian,other, Wife, White, Female,0.0,0.0,38.0, El-Salvador,0
33.0,private,181091.0,dropout,EDL1,1,Divorced,repair, Not-in-family, White, Male,0.0,0.0,35.0, England,0
53.0,self_employed,135643.0,Bachelors,EDL4,0,Married-civilian,clerical, Wife, Asian-Pac-Islander, Female,0.0,0.0,50.0, South,0
44.0,state,96249.0,CommunityCollege,EDL3,0,Married-civilian,managerial, Husband, White, Male,3411.0,0.0,40.0, United-States,0
55.0,private,181220.0,HighGrad,EDL2,0,Married-civilian,managerial, Husband, White, Male,0.0,0.0,50.0, United-States,0
56.0,private,133025.0,HighGrad,EDL2,0,Married-civilian,transport, Husband, White, Male,0.0,0.0,50.0, United-States,0
54.0,self_employed,124865.0,CommunityCollege,EDL3,0,Divorced,sales, Not-in-family, White, Female,0.0,0.0,35.0, United-States,0
51.0,private,45599.0,HighGrad,EDL2,0,Divorced,specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
31.0,private,194293.0,CommunityCollege,EDL3,0,Never-married,clerical, Not-in-family, White, Female,2463.0,0.0,38.0, United-States,0
44.0,private,121130.0,HighGrad,EDL2,0,Divorced,other, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
22.0,private,138768.0,CommunityCollege,EDL3,0,Never-married,managerial, Own-child, White, Male,0.0,0.0,50.0, United-States,0
43.0,state,98989.0,HighGrad,EDL2,0,Married-civilian,other, Husband, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, United-States,0
26.0,state,126327.0,CommunityCollege,EDL4,0,Never-married,clerical, Unmarried, Black, Female,0.0,0.0,40.0, United-States,0
30.0,private,113364.0,Bachelors,EDL4,0,Never-married,sales, Own-child, White, Male,0.0,0.0,18.0, United-States,0
30.0,private,326199.0,dropout,EDL1,0,Married-civilian,repair, Husband, White, Male,2580.0,0.0,40.0, United-States,0
46.0,private,376789.0,HighGrad,EDL2,0,Never-married,other, Not-in-family, White, Male,0.0,0.0,15.0, United-States,0
27.0,private,137063.0,Bachelors,EDL4,0,Married-civilian,sales, Husband, White, Male,0.0,0.0,50.0, United-States,0
26.0,private,279145.0,HighGrad,EDL2,0,Married-civilian,repair, Husband, White, Male,0.0,0.0,50.0, United-States,0
25.0,self_employed,245369.0,HighGrad,EDL2,0,Separated,repair, Own-child, White, Male,0.0,0.0,35.0, United-States,0
30.0,national,49593.0,Masters,EDL5,0,Never-married,specialty, Not-in-family, Black, Female,0.0,0.0,40.0, United-States,0
43.0,private,156403.0,dropout,EDL1,0,Married-civilian,cleaner, Husband, White, Male,0.0,0.0,40.0, United-States,0
71.0,without_pay,128529.0,HighGrad,EDL2,0,Widowed,transport, Not-in-family, White, Female,0.0,0.0,20.0, United-States,0
46.0,without_pay,148489.0,HighGrad,EDL2,0,Married-non-resident,transport, Not-in-family, Asian-Pac-Islander, Male,0.0,0.0,40.0, Philippines,0
44.0,local_body,387770.0,CommunityCollege,EDL3,0,Widowed,clerical, Unmarried, White, Female,0.0,0.0,15.0, United-States,0
42.0,private,115511.0,Doctorate,EDL5,0,Married-civilian,specialty, Husband, White, Male,0.0,0.0,50.0, United-States,0
26.0,private,291586.0,Bachelors,EDL4,0,Never-married,transport, Own-child, White, Male,0.0,0.0,20.0, United-States,0
17.0,without_pay,104025.0,dropout,EDL1,0,Never-married,transport, Own-child, White, Male,0.0,0.0,18.0, United-States,0
45.0,local_body,148254.0,Masters,EDL5,0,Divorced,specialty, Not-in-family, White, Female,0.0,0.0,35.0, United-States,0
22.0,private,222490.0,CommunityCollege,EDL3,1,Never-married,sales, Own-child, White, Female,0.0,0.0,30.0, United-States,0
63.0,local_body,57674.0,Masters,EDL5,1,Married-civilian,specialty, Husband, White, Male,0.0,0.0,48.0, United-States,0
22.0,private,233624.0,HighGrad,EDL2,0,Married-civilian,repair, Husband, White, Male,0.0,0.0,43.0, United-States,0
27.0,private,42734.0,CommunityCollege,EDL3,0,Never-married,other, Not-in-family, White, Male,0.0,0.0,25.0, United-States,0
33.0,private,233107.0,dropout,EDL1,0,Married-civilian,repair, Husband, White, Male,0.0,0.0,33.0, Mexico,0
64.0,private,143110.0,Bachelors,EDL4,0,Widowed,specialty, Not-in-family, White, Female,0.0,0.0,30.0, United-States,0
44.0,self_employed,115896.0,CommunityCollege,EDL4,0,Widowed,specialty, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
31.0,private,303851.0,HighGrad,EDL2,0,Married-civilian,transport, Husband, White, Male,0.0,0.0,50.0, United-States,0
44.0,private,172475.0,HighGrad,EDL2,0,Divorced,clerical, Not-in-family, Asian-Pac-Islander, Female,0.0,0.0,40.0, Vietnam,0
53.0,self_employed,30008.0,dropout,EDL1,0,Married-civilian,farming, Husband, White, Male,0.0,0.0,35.0, United-States,0
33.0,local_body,147921.0,HighGrad,EDL2,0,Widowed,other, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
34.0,national,172716.0,dropout,EDL2,0,Married-civilian,defence, Husband, White, Male,0.0,0.0,40.0, United-States,0
27.0,private,155057.0,HighGrad,EDL2,0,Never-married,transport, Not-in-family, White, Male,0.0,0.0,70.0, United-States,0
43.0,without_pay,152569.0,CommunityCollege,EDL4,0,Widowed,transport, Not-in-family, White, Female,0.0,2339.0,36.0, United-States,0
80.0,self_employed,132728.0,HighGrad,EDL2,0,Never-married,managerial, Not-in-family, White, Male,0.0,0.0,20.0, United-States,0
31.0,private,195136.0,CommunityCollege,EDL4,1,Divorced,other, Not-in-family, White, Female,0.0,0.0,32.0, United-States,0
53.0,local_body,293941.0,Bachelors,EDL4,0,Married-civilian,specialty, Husband, White, Male,0.0,0.0,40.0, United-States,0
58.0,private,182123.0,HighGrad,EDL2,0,Married-civilian,inspector, Husband, White, Male,0.0,0.0,44.0, United-States,0
23.0,private,211601.0,CommunityCollege,EDL3,0,Married-civilian,managerial, Wife, Black, Female,0.0,0.0,40.0, United-States,0
31.0,self_employed,119411.0,HighGrad,EDL2,0,Never-married,repair, Own-child, White, Male,0.0,0.0,50.0, United-States,0
52.0,self_employed,240013.0,Masters,EDL5,1,Married-civilian,sales, Husband, White, Male,0.0,0.0,70.0, United-States,0
24.0,private,95552.0,HighGrad,EDL2,0,Never-married,support, Own-child, White, Male,0.0,0.0,40.0, United-States,0
45.0,self_employed,183710.0,dropout,EDL1,0,Married-civilian,farming, Husband, White, Male,0.0,0.0,40.0, United-States,0
52.0,private,380633.0,dropout,EDL1,0,Widowed,other, Unmarried, White, Female,0.0,0.0,40.0, Mexico,0
54.0,private,53407.0,HighGrad,EDL2,0,Married-civilian,repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
28.0,private,375313.0,HighGrad,EDL2,1,Never-married,support, Not-in-family, Asian-Pac-Islander, Male,0.0,0.0,50.0, United-States,0
21.0,without_pay,278391.0,CommunityCollege,EDL3,0,Never-married,transport, Own-child, White, Male,0.0,0.0,16.0, United-States,0
23.0,private,212888.0,CommunityCollege,EDL3,1,Never-married,clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
36.0,self_employed,487085.0,dropout,EDL1,0,Never-married,repair, Unmarried, Black, Male,0.0,0.0,40.0, United-States,0
22.0,private,174461.0,CommunityCollege,EDL3,0,Never-married,clerical, Own-child, White, Female,0.0,0.0,15.0, United-States,0
55.0,local_body,133201.0,Masters,EDL5,0,Married-civilian,managerial, Husband, White, Male,0.0,0.0,50.0, United-States,0
17.0,self_employed,181608.0,dropout,EDL1,0,Never-married,sales, Own-child, White, Male,0.0,0.0,12.0, United-States,0
32.0,private,154571.0,CommunityCollege,EDL3,0,Never-married,other, Other-relative, Asian-Pac-Islander, Male,0.0,0.0,40.0, Yugoslavia,0
27.0,private,150080.0,Bachelors,EDL4,0,Never-married,managerial, Own-child, White, Female,0.0,0.0,40.0, United-States,0
40.0,private,151294.0,HighGrad,EDL2,0,Divorced,cleaner, Not-in-family, White, Female,0.0,0.0,48.0, United-States,0
30.0,private,48829.0,HighGrad,EDL2,0,Never-married,sales, Not-in-family, White, Female,0.0,1602.0,30.0, United-States,0
17.0,private,193769.0,dropout,EDL1,0,Never-married,other, Unmarried, White, Male,0.0,0.0,20.0, United-States,0
72.0,private,225780.0,Doctorate,EDL5,0,Never-married,specialty, Not-in-family, White, Male,0.0,0.0,30.0, United-States,0
65.0,private,255386.0,HighGrad,EDL2,0,Never-married,repair, Other-relative, Asian-Pac-Islander, Male,0.0,0.0,40.0, Cambodia,0
32.0,private,174789.0,HighGrad,EDL2,0,Never-married,inspector, Unmarried, White, Male,0.0,0.0,40.0, United-States,0
26.0,private,245628.0,CommunityCollege,EDL3,0,Never-married,clerical, Other-relative, White, Male,0.0,0.0,40.0, Mexico,0
22.0,private,228752.0,HighGrad,EDL2,0,Never-married,cleaner, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
31.0,private,192900.0,CommunityCollege,EDL3,0,Never-married,other, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
28.0,self_employed,190391.0,Bachelors,EDL4,1,Never-married,sales, Not-in-family, White, Male,0.0,0.0,50.0, United-States,0
